id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
85366877,BlakeBr0/MysticalAgradditions,false,,,,31,Java,1.21,MIT,https://blakesmods.com/mystical-agradditions,14,14,,16255,2017-03-18T01:09:42Z,2025-12-30T20:56:02Z,2025-12-30T20:56:06Z,2,2,,,,,,,2025-12-30T20:56:02Z,,true,false,false,,,,forge;minecraft;mods;neoforge
263068789,SmylerMC/terramap,false,,,,15,Java,master,MIT,,14,14,,30601,2020-05-11T14:37:38Z,2026-01-27T19:42:11Z,2025-12-09T10:01:51Z,1,1,,,,,,,2026-01-27T19:42:11Z,,true,false,false,,,,addon-mod;map;minecraft;minecraft-forge-mod;minecraft-mod;openstreetmap;terra121
283997127,Nic4Las/Minecraft-Enderite-Mod,false,,,,23,Java,master,MIT,,14,14,,5659,2020-07-31T09:35:23Z,2026-01-07T21:24:06Z,2026-01-26T12:30:24Z,36,36,,,,,,,2026-01-07T21:24:06Z,,true,false,false,,,,
84652168,LuckPerms/placeholders,false,,,,33,Java,master,MIT,,14,14,,152,2017-03-11T13:33:08Z,2026-01-30T19:57:24Z,2026-02-20T23:23:55Z,24,24,,,,,,,2026-01-30T19:57:24Z,,true,false,false,,,,
714982320,Nickid2018/AutoGenerateWikiData,false,,,,12,Java,master,MIT,,14,14,,506,2023-11-06T08:46:37Z,2026-02-14T07:51:24Z,2026-02-14T07:51:27Z,0,0,,,,,,,2026-02-14T07:51:24Z,,true,false,false,,,,
655789406,hakan-krgn/spigot-injection,false,,,,5,Java,master,MIT,https://www.spigotmc.org/resources/112013/,14,14,,750,2023-06-19T15:46:33Z,2026-02-06T10:33:44Z,2025-11-13T11:04:00Z,5,5,,,,,,,2026-02-06T10:33:44Z,,false,false,false,,,,dependency-injection;library;minecraft;spigot;spigot-api;spigot-dependency-injection;spigot-library
799115735,PfauMC/bluemap-folia-regions,false,,,,7,Java,main,MIT,,14,14,,93,2024-05-11T08:17:38Z,2026-02-09T00:54:10Z,2026-02-22T22:44:37Z,0,0,,,,,,,2026-02-09T00:54:10Z,,true,false,false,,,,
522518291,Fexty12573/GhidraREFramework,false,,,,3,Java,master,MIT,,14,14,,102,2022-08-08T11:19:48Z,2026-02-24T12:14:45Z,2026-02-24T12:14:52Z,1,1,,,,,,,2026-02-24T12:14:45Z,,true,false,false,,,,
403402069,kronicle-tech/kronicle,false,,,,1,Java,main,MIT,,14,14,,21156,2021-09-05T20:02:20Z,2026-01-29T08:26:50Z,2025-11-22T04:32:56Z,69,69,,,,,,,2026-01-29T08:26:50Z,,true,false,false,,,,
2894503,timbru31/PasswordProtect,false,,,,8,Java,master,MIT,https://dev.bukkit.org/projects/passwordprotect,14,14,,375,2011-12-01T22:08:04Z,2026-01-23T04:34:48Z,2026-01-23T04:34:45Z,9,9,,,,,,,2026-01-23T04:34:48Z,,false,false,false,,,,bukkit;bukkit-plugin;craftbukkit;java;minecraft;password;spigot;spigot-plugin;spigotmc
